pl_name,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_orbper,sy_dist
"Kepler-1167 b",2016,"Transit",1.71000000,3.57000000,1.00393373900,820.90500000
"Kepler-1740 b",2021,"Transit",3.32321414,11.00000000,8.17240047500,1061.77000000
"Kepler-1581 b",2016,"Transit",0.80000000,0.43700000,6.28385491000,493.17500000
"Kepler-644 b",2016,"Transit",3.15000000,10.10000000,3.17391710300,1318.05000000
"Kepler-1752 b",2021,"Transit",4.54060463,18.70000000,56.35850143000,962.88800000
"Kepler-280 c",2014,"Transit",2.01000000,4.70000000,4.80709100000,780.36100000
"Kepler-1208 b",2016,"Transit",2.32000000,5.99000000,11.08507637000,825.17600000
"Kepler-263 c",2014,"Transit",2.47000000,6.66000000,47.33277300000,754.74700000
"Kepler-1101 b",2016,"Transit",2.47000000,6.66000000,81.31510590000,742.47300000
"HD 168746 b",2002,"Radial Velocity",11.10000000,85.81410000,6.40400000000,41.56810000
"WASP-107 c",2020,"Radial Velocity",13.00000000,111.23994245,1066.00000000000,64.74140000
"Kepler-560 b",2016,"Transit",1.72000000,3.61000000,18.47764449000,109.30800000
"Kepler-150 d",2014,"Transit",2.79000000,8.20000000,12.56093000000,891.09200000
"Kepler-498 b",2016,"Transit",3.03000000,9.43000000,9.61375356000,938.84400000
"Kepler-817 b",2016,"Transit",9.03000000,60.20000000,3.99010622900,1484.46000000
"Kepler-937 b",2016,"Transit",3.72000000,13.40000000,67.66882700000,1571.46000000
"K2-10 b",2015,"Transit",3.77300000,25.20000000,19.30553000000,272.36000000
"Kepler-571 b",2016,"Transit",2.64000000,7.46000000,4.79859938800,723.87500000
"Kepler-1458 b",2016,"Transit",2.76000000,8.05000000,47.98727640000,544.45000000
"K2-335 b",2021,"Transit",2.21000000,5.52000000,12.28321100000,557.99300000
"Kepler-1600 c",2021,"Transit",1.94206512,4.43000000,7.29804992700,1030.81000000
"Kepler-221 d",2014,"Transit",2.73000000,3.61000000,10.04156000000,385.23100000
"Kepler-626 b",2016,"Transit",2.29000000,5.86000000,14.48585199000,635.64300000
"Kepler-1549 b",2016,"Transit",2.57000000,7.13000000,214.88654500000,803.05200000
"K2-62 c",2016,"Transit",1.99000000,4.62000000,16.19697000000,112.46700000
"Kepler-1149 b",2016,"Transit",1.44000000,2.67000000,3.73089898000,1217.73000000
"Kepler-1288 b",2016,"Transit",1.12000000,1.46000000,2.76122421000,814.07800000
"Kepler-128 b",2013,"Transit",1.42100000,3.79000000,15.00000000000,396.37900000
"Kepler-1245 b",2016,"Transit",1.44000000,2.67000000,4.35409304000,805.93600000
"Kepler-1068 b",2016,"Transit",3.63000000,12.80000000,16.92344113000,1473.61000000
"Kepler-311 c",2014,"Transit",1.43000000,2.63000000,19.73828600000,778.65400000
"Kepler-150 e",2014,"Transit",3.12000000,9.91000000,30.82655700000,891.09200000
"Kepler-272 c",2014,"Transit",1.79000000,97.80000000,6.05734200000,889.60800000
"Kepler-152 c",2014,"Transit",2.39000000,6.30000000,88.25505500000,441.09000000
"Kepler-1506 b",2016,"Transit",1.32000000,2.30000000,14.03291540000,2366.02000000
"CoRoT-3 b",2008,"Transit",11.32000000,6883.91000000,4.25680000000,768.77100000
"HD 205739 b",2008,"Radial Velocity",13.60000000,435.41000000,279.80000000000,92.50870000
"HD 224693 b",2006,"Radial Velocity",14.00000000,222.48100000,26.69040000000,93.50150000
"HD 156279 b",2011,"Radial Velocity",12.50000000,2997.75753482,133.40355000000,36.19450000
"HD 12661 b",2000,"Radial Velocity",13.30000000,772.32690000,262.70862000000,37.84780000
"HD 16417 b",2008,"Radial Velocity",5.00000000,22.10000000,17.24000000000,25.39360000
"HD 19994 b",2003,"Radial Velocity",13.60000000,435.41000000,466.20000000000,22.52420000
"HD 156279 c",2018,"Radial Velocity",12.50000000,3098.82696825,4818.25358000000,36.19450000
"GJ 179 b",2009,"Radial Velocity",13.80000000,301.93698665,2288.00000000000,12.35600000
"GQ Lup b",2004,"Imaging",33.60000000,6356.00000000,,151.16900000
"GJ 832 b",2008,"Radial Velocity",13.80000000,314.65012293,3853.00000000000,4.96435000
"HD 37605 b",2004,"Radial Velocity",13.20000000,854.96270000,55.01292000000,46.78640000
"HD 33283 b",2006,"Radial Velocity",12.50000000,104.56607000,18.19910000000,89.86230000
"HD 9446 b",2009,"Radial Velocity",14.00000000,222.47200000,30.05200000000,50.35030000
"HD 134987 c",2009,"Radial Velocity",13.90000000,260.00000000,5000.00000000000,26.18040000
"HD 110014 b",2009,"Radial Velocity",12.40000000,3524.59000000,835.47700000000,100.75800000
"HD 79498 b",2011,"Radial Velocity",13.60000000,425.89220000,1807.00000000000,48.94890000
"HD 45652 b",2008,"Radial Velocity",14.30000000,137.62039000,44.07300000000,34.85410000
"HIP 79431 b",2009,"Radial Velocity",13.40000000,667.41500000,111.70000000000,14.53240000
"HD 3167 b",2016,"Transit",1.67000000,4.97000000,0.95964100000,47.28990000
"GJ 876 b",1998,"Radial Velocity",13.30000000,723.22350000,61.11660000000,4.67517000
"HD 114783 c",2018,"Radial Velocity",13.40000000,603.87397330,4352.00000000000,21.06280000
"HD 47186 c",2008,"Radial Velocity",13.00000000,111.42000000,1353.60000000000,37.45740000
"HD 114783 b",2001,"Radial Velocity",13.70000000,349.60000000,493.70000000000,21.06280000
"HD 148156 b",2009,"Radial Velocity",13.90000000,270.14400000,1027.00000000000,57.12890000
"HD 12661 c",2002,"Radial Velocity",13.20000000,899.45439181,1708.00000000000,37.84780000
"HIP 14810 c",2006,"Radial Velocity",13.60000000,416.35730000,147.74700000000,50.48000000
"HIP 14810 b",2005,"Radial Velocity",13.00000000,1239.53700000,6.67389200000,50.48000000
"GJ 876 d",2005,"Radial Velocity",2.51000000,6.83000000,1.93778000000,4.67517000
"GJ 876 e",2010,"Radial Velocity",3.92000000,14.60000000,124.26000000000,4.67517000
"gam1 Leo b",2009,"Radial Velocity",12.50000000,2790.43000000,428.50000000000,39.88830000
"HD 156411 b",2009,"Radial Velocity",14.00000000,235.18000000,842.20000000000,56.86550000
"HD 8535 b",2010,"Radial Velocity",14.00000000,216.12440000,1313.00000000000,55.44010000
"HD 37605 c",2012,"Radial Velocity",13.10000000,1013.87770000,2720.00000000000,46.78640000
"HD 1605 c",2015,"Radial Velocity",13.00000000,1150.54460000,2149.00000000000,88.80470000
"BD+20 2457 b",2009,"Radial Velocity",12.10000000,6807.63000000,379.63000000000,1539.71000000
"HD 240210 b",2009,"Radial Velocity",12.80000000,1655.82000000,501.75000000000,372.40500000
"CoRoT-17 b",2011,"Transit",11.43000000,772.29000000,3.76810000000,1176.12000000
"HD 132563 b",2011,"Radial Velocity",13.60000000,473.54700000,1544.00000000000,105.15500000
"HD 55696 b",2018,"Radial Velocity",12.90000000,1357.12729789,1827.00000000000,77.96930000
"HD 148164 b",2018,"Radial Velocity",13.70000000,390.93090000,328.55000000000,77.19710000
"24 Sex c",2010,"Radial Velocity",13.90000000,273.32000000,883.00000000000,72.06910000
"HD 22781 b",2011,"Radial Velocity",12.30000000,4338.20000000,528.07000000000,32.60340000
"HD 68988 b",2001,"Radial Velocity",13.40000000,626.12510000,6.27711000000,60.84470000
"HD 148164 c",2018,"Radial Velocity",12.80000000,1640.00280000,5062.00000000000,77.19710000
"HD 29985 b",2022,"Radial Velocity",12.80000000,1739.47487151,20608.14049000000,31.27070000
"HD 3167 c",2016,"Transit",3.00000000,11.13000000,29.84540000000,47.28990000
"HD 90156 b",2009,"Radial Velocity",4.43000000,17.98000000,49.77000000000,21.94960000
"HD 45350 b",2004,"Radial Velocity",13.50000000,568.89000000,963.60000000000,46.87330000
"MOA-2009-BLG-266L b",2011,"Microlensing",3.21000000,10.40000000,2800.00000000000,3040.00000000
"Kepler-595 c",2020,"Transit",1.00900000,3.30000000,12.38602000000,643.00900000
"Kepler-595 b",2016,"Transit",3.70800000,17.40000000,25.30290920000,643.00900000
"HD 177830 c",2010,"Radial Velocity",7.87000000,47.67250000,110.90000000000,62.76740000
"OGLE-TR-111 b",2004,"Transit",11.42197100,174.79900000,4.01444630000,1068.33000000
"PSR B1257+12 b",1994,"Pulsar Timing",0.33800000,0.02000000,25.26200000000,600.00000000
"PSR B1257+12 d",1992,"Pulsar Timing",1.80000000,3.90000000,98.21140000000,600.00000000
"CoRoT-18 b",2011,"Transit",14.68000000,1102.82000000,1.90006930000,764.88900000
"Kepler-45 b",2011,"Transit",10.76000000,160.49700000,2.45523900000,381.94900000
"WASP-23 b",2010,"Transit",10.78300000,280.95000000,2.94442560000,207.49000000
"HD 107148 b",2005,"Radial Velocity",9.60000000,66.74100000,48.05600000000,49.41560000
"SWEEPS-11 b",2006,"Transit",12.66600000,3082.82000000,1.79600000000,8500.00000000
"OGLE-TR-211 b",2007,"Transit",15.24400000,327.35100000,3.67724000000,1515.26000000
"Lupus-TR-3 b",2007,"Transit",9.97600000,257.43100000,3.91405000000,773.40900000
"OGLE-2005-BLG-390L b",2005,"Microlensing",2.21000000,5.50000000,3285.00000000000,6600.00000000
"HN Peg b",2006,"Imaging",11.77680000,6991.57000000,,18.11860000
"MOA-2009-BLG-387L b",2010,"Microlensing",13.20000000,830.00000000,1980.00000000000,5690.00000000
"GJ 674 b",2007,"Radial Velocity",3.33000000,11.09000000,4.69380000000,4.54896000
"CoRoT-11 b",2010,"Transit",16.03000000,740.51000000,2.99433000000,655.03700000
"2MASS J04414489+2301513 b",2010,"Imaging",12.60000000,2383.60000000,,120.42398696
"GJ 3634 b",2010,"Radial Velocity",2.83000000,8.40000000,2.64561000000,20.37790000
"CoRoT-13 b",2010,"Transit",9.92000000,415.70400000,4.03519000000,1148.93000000
"OGLE-TR-10 b",2004,"Transit",14.01100000,197.04600000,3.10127800000,1344.97000000
"HD 27442 b",2000,"Radial Velocity",13.50000000,495.80000000,428.10000000000,18.27040000
"GJ 3021 b",2000,"Radial Velocity",13.10000000,1071.04000000,133.71000000000,17.55590000
"CoRoT-8 b",2010,"Transit",6.39000000,69.92000000,6.21229000000,322.03700000
"Kepler-18 c",2011,"Transit",5.49000000,17.30000000,7.64159000000,433.04700000
"Kepler-18 b",2011,"Transit",2.00000000,6.90000000,3.50472500000,433.04700000
"HD 46375 b",2000,"Radial Velocity",10.00000000,71.80000000,3.02357300000,29.55290000
"HD 136352 d",2019,"Radial Velocity",2.56200000,8.82000000,107.24500000000,14.68200000
"HD 221287 b",2007,"Radial Velocity",13.10000000,982.05000000,456.10000000000,55.92310000
"HD 33564 b",2005,"Radial Velocity",12.50000000,2892.10000000,388.00000000000,20.95310000
"HD 189733 b",2005,"Radial Velocity",12.66617000,359.14790000,2.21857567000,19.76380000
"WASP-107 b",2017,"Transit",10.53646000,30.51152707,5.72148760000,64.74140000
"Kepler-4 b",2009,"Transit",4.00200000,24.47200000,3.21346000000,487.91600000
"WASP-38 b",2010,"Transit",13.78707000,1093.33520000,6.87188000000,136.24000000
"HAT-P-13 c",2009,"Radial Velocity",12.30000000,4538.42100000,446.27000000000,246.81000000
"Kepler-18 d",2011,"Transit",6.98000000,16.40000000,14.85888000000,433.04700000
"HAT-P-37 b",2011,"Transit",13.20400000,371.52800000,2.79743600000,390.59400000
"HD 129445 b",2009,"Radial Velocity",13.30000000,797.74930157,1840.00000000000,67.43860000
"Kepler-419 c",2014,"Transit Timing Variations",12.60000000,2320.10000000,675.47000000000,1011.36000000
"HD 70573 b",2007,"Radial Velocity",12.80000000,1900.00000000,851.80000000000,59.18200000
"HD 47536 b",2002,"Radial Velocity",12.60000000,2330.00000000,712.13000000000,122.53600000
"WASP-67 b",2012,"Transit",12.89035000,136.66690000,4.61442000000,189.46900000
"CoRoT-14 b",2010,"Transit",12.22000000,2415.40000000,1.51214000000,1744.60000000
"MOA-2008-BLG-310L b",2009,"Microlensing",5.18000000,23.40000000,,7700.00000000
"Kepler-419 b",2014,"Transit",10.80000000,794.50000000,69.75460000000,1011.36000000
"HD 24040 b",2006,"Radial Velocity",12.90000000,1589.14203500,3668.00000000000,46.62240000
"HD 11964 c",2008,"Radial Velocity",5.38000000,25.00000000,37.91000000000,33.53690000
"CoRoT-6 b",2009,"Transit",13.06800000,940.74000000,8.88659300000,645.29400000
"WASP-31 b",2010,"Transit",17.36300000,151.91600000,3.40590960000,383.82900000
"HD 108236 f",2021,"Transit",2.01700000,4.72000000,29.54115000000,64.59780000
"Kepler-59 c",2012,"Transit",1.98000000,3.81000000,17.98012350000,1163.22000000
"Kepler-58 c",2012,"Transit",2.86000000,53.00000000,15.57415680000,969.25200000
"HD 154857 c",2014,"Radial Velocity",13.20000000,819.97000000,3452.00000000000,63.44820000
"KOI-217 b",2010,"Transit",12.44200000,,3.90512000000,914.69900000
"BD-210397 c",2023,"Radial Velocity",12.90000000,1525.57635360,6240.00000000000,23.73240000
"Kepler-62 c",2013,"Transit",0.54000000,4.00000000,12.44170000000,300.87400000
"Kepler-62 b",2013,"Transit",1.31000000,9.00000000,5.71493200000,300.87400000
"CHXR 73 b",2006,"Imaging",12.30000000,3994.48600000,,190.37400000
"FU Tau b",2008,"Imaging",12.20000000,5085.28000000,,133.49504660
"GJ 667 C b",2012,"Radial Velocity",2.25000000,5.68000000,7.20300000000,7.24396000
"HD 168443 c",2000,"Radial Velocity",12.20000000,5500.33841154,1753.10960000000,39.62450000
"Kepler-59 b",2012,"Transit",1.10000000,4.10000000,11.86817070000,1163.22000000
"Kepler-53 b",2012,"Transit",2.89000000,111.00000000,18.64895250000,1366.07000000
"HD 82943 c",2003,"Radial Velocity",13.40000000,622.60300000,220.07800000000,27.59020000
"HD 82943 b",2003,"Radial Velocity",13.50000000,534.25000000,441.47000000000,27.59020000
"Kepler-69 b",2013,"Transit",2.24000000,5.65000000,13.72234100000,730.62500000
"HIP 5158 c",2011,"Radial Velocity",12.20000000,4780.16320000,9017.76000000000,51.60260000
"HU Aqr AB b",2011,"Eclipse Timing Variations",12.80000000,1875.19700000,2390.00000000000,192.19807871
"Kepler-37 e",2014,"Transit Timing Variations",0.37000000,8.10000000,51.19600000000,63.92070000
"Kepler-65 d",2012,"Transit",1.52000000,4.14000000,8.13123000000,303.72800000
"Kepler-52 c",2012,"Transit",1.84000000,45.40000000,16.38500210000,321.54200000
"Kepler-55 b",2012,"Transit",2.43000000,43.00000000,27.94814490000,578.79600000
"Kepler-413 b",2014,"Transit",4.34700000,67.00000000,66.26200000000,847.53600000
"WASP-14 b",2008,"Transit",15.46842000,2809.61720000,2.24375000000,161.99700000
"HAT-P-2 b",2007,"Transit",10.65975900,2866.81223114,5.63351580000,127.77400000
"HAT-P-42 b",2012,"Transit",14.34800000,331.80100000,4.64187800000,405.23800000
"WASP-59 b",2012,"Transit",8.68700000,274.27600000,7.91958500000,115.93600000
"HAT-P-39 b",2012,"Transit",17.60900000,190.37200000,3.54387000000,697.00400000
"alf Ari b",2010,"Radial Velocity",13.40000000,572.07000000,380.80000000000,20.21019000
"KOI-55 b",2011,"Orbital Brightness Modulation",0.75900000,0.44000000,0.24010400000,1231.02000000
"GJ 536 b",2016,"Radial Velocity",2.41000000,6.37000000,8.70874000000,10.40920000
"WTS-2 b",2014,"Transit",15.27786700,355.96960000,1.01870680000,1030.76834437
"KELT-6 c",2015,"Radial Velocity",13.00000000,1179.14930000,1276.00000000000,240.72600000
"KOI-55 c",2011,"Orbital Brightness Modulation",0.86700000,0.65500000,0.34288700000,1231.02000000
"Ross 458 c",2010,"Imaging",14.01125000,1906.98000000,,11.50940000
"Kepler-38 b",2012,"Transit",4.30000000,122.00000000,105.59900000000,1174.59000000
"Kepler-30 d",2012,"Transit",8.80000000,23.10000000,143.34394000000,914.22100000
"ROXs 42 B b",2013,"Imaging",12.50000000,2860.00000000,,143.59000000
"HD 27894 b",2005,"Radial Velocity",14.10000000,196.73578393,18.01939000000,43.82140000
"Kepler-50 c",2012,"Transit",2.17000000,8.20000000,9.37647000000,250.11000000
"HD 233604 b",2013,"Radial Velocity",12.70000000,2089.64400000,192.00000000000,847.05800000
"WD 0806-661 b",2011,"Imaging",12.60000000,2542.62725600,,19.24440000
"Kepler-63 b",2013,"Transit",6.11000000,120.00000000,9.43415050000,194.03300000
"Kepler-77 b",2013,"Transit",10.76100000,136.66100000,3.57878087000,639.41100000
"HAT-P-44 c",2014,"Radial Velocity",13.00000000,1271.30000000,872.20000000000,347.85000000
"HATS-5 b",2014,"Transit",10.22300000,75.32300000,4.76338700000,246.38400000
"WTS-1 b",2012,"Transit",16.70000000,1274.44000000,3.35205700000,2346.01000000
"HD 11506 d",2022,"Radial Velocity",12.30000000,4068.20360960,26500.00000000000,51.26100000
"CoRoT-26 b",2013,"Transit",14.12000000,165.26000000,4.20474000000,1045.18000000
"CoRoT-25 b",2013,"Transit",12.11000000,85.81000000,4.86069000000,1103.48000000
"Kepler-186 b",2014,"Transit",1.07000000,1.24000000,3.88679070000,177.59400000
"91 Aqr b",2013,"Radial Velocity",13.10000000,1017.00000000,181.40000000000,44.03040000
"GJ 163 b",2013,"Radial Velocity",3.25000000,10.60000000,8.63182000000,15.12850000
"Kepler-27 c",2011,"Transit",4.90000000,4385.87000000,31.33090000000,1044.36000000
"Kepler-27 b",2011,"Transit",4.00000000,2895.31000000,15.33480000000,1044.36000000
"HD 215497 c",2009,"Radial Velocity",13.00000000,111.23994245,566.00000000000,40.54680000
"Kepler-186 d",2014,"Transit",1.40000000,2.54000000,13.34299600000,177.59400000
"Kepler-11 d",2010,"Transit",3.12000000,7.30000000,22.68450000000,646.34600000
"Kepler-11 b",2010,"Transit",1.80000000,1.90000000,10.30390000000,646.34600000
"Kepler-31 c",2011,"Transit",5.30000000,1493.70000000,42.63180000000,1664.64000000
"Kepler-32 c",2011,"Transit",2.00000000,158.90000000,8.75220000000,323.84700000
"Kepler-1735 b",2021,"Transit",1.19429134,1.84000000,7.71792984000,245.30300000
"HD 66141 b",2012,"Radial Velocity",12.80000000,1906.90000000,480.50000000000,68.15090000
"HD 208527 b",2012,"Radial Velocity",12.50000000,3146.40000000,875.50000000000,312.20200000
"MOA-bin-1L b",2012,"Microlensing",13.00000000,1200.00000000,,5100.00000000
"GU Psc b",2014,"Imaging",14.17900000,3591.30000000,,47.55010000
"GJ 163 c",2013,"Radial Velocity",2.50000000,6.80000000,25.63058000000,15.12850000
"GJ 163 d",2013,"Radial Velocity",5.92000000,29.40000000,603.95116000000,15.12850000
"Kepler-32 d",2012,"Transit",2.70000000,39.90890000,22.78020000000,323.84700000
"Kepler-31 d",2014,"Transit",3.90000000,2161.24400000,87.64510000000,1664.64000000
"HAT-P-45 b",2014,"Transit",15.98400000,283.49200000,3.12899200000,298.64000000
"HAT-P-44 b",2014,"Transit",13.92200000,111.87100000,4.30121900000,347.85000000
"MOA-2010-BLG-073L b",2012,"Microlensing",12.40000000,3500.00000000,,2800.00000000
"HAT-P-27 b",2011,"Transit",11.43000000,197.05000000,3.03957700000,199.17300000
"DENIS-P J082303.1-491201 b",2013,"Astrometry",11.90000000,9057.77000000,246.36000000000,20.77000000
"HIP 63242 b",2013,"Radial Velocity",12.50000000,2917.56000000,124.60000000000,156.45600000
"Kepler-31 b",2011,"Transit",5.50000000,36.74180000,20.86130000000,1664.64000000
"Kepler-32 f",2012,"Transit",0.82000000,969.22800000,0.74296000000,323.84700000
"HD 66428 c",2021,"Radial Velocity",13.50000000,560.64930995,10478.84437000000,53.28170000
"Kepler-424 c",2014,"Radial Velocity",12.70000000,2215.18000000,223.30000000000,698.64600000
"KMT-2023-BLG-1896L b",2025,"Microlensing",4.19000000,16.35000000,,5490.00000000
"HD 190984 b",2009,"Radial Velocity",13.00000000,1137.82569706,4885.00000000000,148.18700000
"Kepler-134 c",2014,"Transit",1.26000000,2.13000000,10.10578500000,334.79700000
"Kepler-210 b",2014,"Transit",2.94000000,8.96000000,2.45323400000,232.75000000
"Kepler-422 b",2014,"Transit",12.89000000,136.66000000,7.89144830000,722.79500000
"Kepler-426 b",2014,"Transit",12.22000000,108.06000000,3.21751883000,843.69500000
"Kepler-16 b",2011,"Transit",8.44930000,105.83300000,228.77600000000,75.08520000
"KOI-94 d",2013,"Transit",11.27000000,106.00000000,22.34298900000,477.05200000
"KOI-94 b",2013,"Transit",1.71000000,10.50000000,3.74320800000,477.05200000
"Kepler-35 b",2011,"Transit",8.16000000,40.36300000,131.45800000000,1819.17000000
"HD 103774 b",2013,"Radial Velocity",13.30000000,116.00000000,5.88810000000,56.40890000
"HD 109271 b",2013,"Radial Velocity",4.31000000,17.16200000,7.85430000000,55.87160000
"Kepler-415 c",2014,"Transit Timing Variations",2.01000000,4.70000000,8.70800000000,530.48700000
"HD 50554 b",2002,"Radial Velocity",12.80000000,1859.29618095,1293.00000000000,31.16640000
"Kepler-428 b",2014,"Transit",12.11000000,403.63000000,3.52563254000,686.28400000
"Kepler-425 b",2014,"Transit",10.96200000,79.45000000,3.79701816000,646.64700000
"WASP-70 A b",2014,"Transit",13.04700000,187.51200000,3.71302030000,222.35500000
"KOI-94 e",2013,"Transit",6.56000000,35.00000000,54.32031000000,477.05200000
"Kepler-396 c",2013,"Transit",5.30000000,17.90000000,88.50500000000,223.75700000
"MOA-2010-BLG-477L b",2012,"Microlensing",13.60000000,480.00000000,,2300.00000000
"HD 183263 b",2004,"Radial Velocity",13.10000000,1103.18240070,624.87404000000,54.19550000
"HD 166724 b",2012,"Radial Velocity",13.00000000,1207.74794660,5144.00000000000,45.13420000
"Kepler-122 f",2014,"Transit Timing Variations",1.75000000,36.00000000,56.26800000000,1027.45000000
"Kepler-96 b",2014,"Transit",2.67000000,8.46000000,16.23850000000,122.88100000
"KOI-13 b",2011,"Transit",16.94800800,2949.46240000,1.76358800000,519.09600000
"Kepler-17 b",2011,"Transit",14.68000000,778.65000000,1.48571080000,720.75300000
"TOI-7510 d",2025,"Transit",10.52000000,190.00000000,48.86446800000,249.00600000
"CoRoT-23 b",2011,"Transit",11.77000000,889.90000000,3.63130000000,1060.97000000
"BD+20 274 b",2012,"Radial Velocity",13.00000000,1334.88600000,578.20000000000,1322.51000000
"HD 219415 b",2012,"Radial Velocity",13.80000000,317.83000000,2093.30000000000,165.18400000
"HD 150706 b",2012,"Radial Velocity",13.30000000,772.32302901,5894.00000000000,28.26970000
"OGLE-2011-BLG-0251L b",2012,"Microlensing",14.20000000,170.00000000,,2570.00000000
"Kepler-414 c",2014,"Transit Timing Variations",3.01000000,29.90000000,7.17100000000,413.46000000
"HD 3167 e",2022,"Radial Velocity",2.83000000,8.41000000,96.63000000000,47.28990000
"Kepler-42 c",2011,"Transit",0.73000000,60.33700000,0.45328509000,40.05950000
"Kepler-33 c",2011,"Transit",3.20000000,0.39000000,13.17562000000,1209.16000000
"Kepler-641 b",2016,"Transit",1.85000000,4.08000000,9.48961571000,969.91800000
"Kepler-410 A b",2013,"Transit",2.83800000,8.44000000,17.83364800000,147.52700000
"Kepler-314 c",2014,"Transit",2.90000000,8.75000000,5.96039200000,268.88100000
"HD 168863 b",2022,"Radial Velocity",12.70000000,2154.87659946,14773.93272000000,39.89790000
"Kepler-415 b",2014,"Transit Timing Variations",1.21000000,119.90000000,4.17600000000,530.48700000
"Kepler-338 e",2014,"Transit Timing Variations",1.56000000,8.50000000,9.34100000000,552.79800000
"Kepler-33 e",2011,"Transit",4.02000000,5.57000000,31.78440000000,1209.16000000
"Kepler-33 b",2011,"Transit",1.74000000,3.68000000,5.66793000000,1209.16000000
"Kepler-46 c",2012,"Transit Timing Variations",13.50000000,119.49900000,57.01100000000,777.06000000
"Kepler-318 b",2014,"Transit",4.71000000,19.90000000,4.66271500000,489.14100000
"Kepler-314 b",2014,"Transit",0.83000000,0.49800000,2.46106900000,268.88100000
"Kepler-46 b",2012,"Transit",9.05700000,1907.00000000,33.60134000000,777.06000000
"USco CTIO 108 b",2008,"Imaging",12.30000000,4449.62000000,,144.01900000
"Kepler-130 c",2014,"Transit",2.90000000,8.75000000,27.50868000000,316.66300000
"Kepler-418 b",2014,"Transit",13.45000000,349.61124770,86.67856000000,1002.53000000
"Kepler-33 f",2011,"Transit",4.46000000,9.60000000,41.02902000000,1209.16000000
"Kepler-33 d",2011,"Transit",5.35000000,3.91000000,21.77596000000,1209.16000000
"HD 155358 c",2007,"Radial Velocity",13.90000000,261.00000000,391.90000000000,43.61970000
"Kepler-52 b",2012,"Transit",2.10000000,135.00000000,7.87735650000,321.54200000
"Kepler-58 b",2012,"Transit",2.78000000,35.50000000,10.21849540000,969.25200000
"HD 183263 c",2008,"Radial Velocity",12.50000000,2958.98246917,4667.97841000000,54.19550000
"HD 187123 b",1998,"Radial Velocity",14.20000000,166.21800000,3.09658280000,45.95480000
"V0391 Peg b",2007,"Pulsation Timing Variations",13.10000000,1017.05600000,1170.00000000000,1195.98000000
"Kepler-62 e",2013,"Transit",1.61000000,36.00000000,122.38740000000,300.87400000
"HD 197037 b",2012,"Radial Velocity",13.90000000,251.00000000,1035.70000000000,33.19440000
"CFBDSIR J145829+101343 b",2011,"Imaging",12.40000000,3337.10000000,10037.50000000000,23.10000000
"Kepler-269 b",2014,"Transit",2.47000000,6.66000000,5.32671800000,2257.32000000
"Kepler-300 c",2014,"Transit",2.25000000,5.69000000,40.71495500000,1098.45000000
"Kepler-149 d",2014,"Transit",3.96000000,14.90000000,160.01803200000,571.03400000
"Kepler-124 d",2014,"Transit",1.11000000,1.41000000,30.95085100000,420.04600000
"Kepler-276 d",2013,"Transit",2.80000000,16.30000000,48.64800000000,1144.86000000
"Kepler-114 c",2013,"Transit",1.60000000,2.80000000,8.04100000000,259.53300000
"Kepler-297 b",2014,"Transit",2.87000000,48.50000000,38.87182600000,692.14000000
"WASP-83 b",2015,"Transit",11.65736000,95.34900000,4.97125200000,271.10300000
"WASP-89 b",2015,"Transit",11.65736000,1875.19700000,3.35642270000,290.94600000
"Kepler-402 c",2014,"Transit",1.56000000,3.05000000,6.12482100000,625.33900000
"Kepler-157 b",2014,"Transit",1.32000000,2.30000000,1.73234200000,773.71300000
"HATS-6 b",2015,"Transit",11.18658200,101.38777000,3.32527250000,169.31800000
"Kepler-450 c",2015,"Transit",2.62000000,12.50000000,15.41313500000,455.98200000
"Kepler-81 c",2012,"Transit",2.37000000,4.30000000,12.04000000000,348.29100000
"Kepler-412 b",2014,"Transit",15.03126900,299.07803000,1.72086040000,1086.24000000
"Kepler-92 b",2013,"Transit",3.51000000,64.30000000,13.74900000000,477.99200000
"Kepler-288 c",2014,"Transit",2.85000000,8.50000000,19.30577200000,1194.15000000
"Kepler-295 b",2014,"Transit",1.22000000,1.98000000,12.64516400000,1699.19000000
"Kepler-178 d",2014,"Transit",3.95000000,14.80000000,96.67898800000,716.02500000
"Kepler-44 b",2011,"Transit",12.22000000,317.82000000,3.24672930000,1188.00000000
"Kepler-41 b",2011,"Transit",14.46000000,177.98000000,1.85555820000,1093.08000000
"Kepler-450 d",2015,"Transit",0.83700000,17.60000000,7.51464000000,455.98200000
"POTS-1 b",2013,"Transit",10.54800000,734.16000000,3.16062960000,747.95900000
"Kepler-350 d",2013,"Transit",2.80000000,14.90000000,26.13600000000,956.85900000
"Kepler-238 f",2013,"Transit",2.00000000,13.50000000,50.44700000000,1798.75000000
"Kepler-287 c",2014,"Transit",3.26000000,66.00000000,44.85189600000,835.86000000
"Kepler-285 b",2014,"Transit",1.34000000,2.36000000,2.63386700000,824.31000000
"Kepler-181 b",2014,"Transit",1.27000000,2.15000000,3.13787300000,609.28300000
"Kepler-1398 c",2016,"Transit",1.03000000,1.08000000,4.13827595000,852.20400000
"RR Cae b",2012,"Eclipse Timing Variations",13.00000000,1334.88600000,4343.50000000000,21.19160000
"WASP-24 b",2010,"Transit",15.46842000,394.10920000,2.34121000000,322.11400000
"WASP-21 b",2010,"Transit",11.99000000,95.34500000,4.32248200000,258.42600000
