pl_name,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_orbper,sy_dist
"Kepler-474 b",2016,"Transit",3.06000000,9.59000000,5.66067293500,841.49600000
"Kepler-768 b",2016,"Transit",1.79000000,3.86000000,11.39100250000,784.56000000
"Kepler-810 b",2016,"Transit",1.93000000,4.38000000,4.59725385000,1458.59000000
"Kepler-827 b",2016,"Transit",5.63000000,27.00000000,51.92927591000,2046.68000000
"Kepler-458 c",2016,"Transit",4.20000000,16.40000000,20.74028413000,1594.74000000
"Kepler-307 c",2013,"Transit",2.20000000,3.64000000,13.07290000000,575.58100000
"Kepler-500 b",2016,"Transit",2.58000000,7.18000000,8.50832439800,807.48000000
"Kepler-806 b",2016,"Transit",1.14000000,1.55000000,8.09219642000,361.89600000
"Kepler-784 b",2016,"Transit",1.58000000,3.12000000,31.59226460000,1303.72000000
"Kepler-831 b",2016,"Transit",1.27000000,2.15000000,5.62153941000,593.54000000
"Kepler-779 b",2016,"Transit",0.92000000,0.72100000,7.09714223000,283.15500000
"Kepler-803 b",2016,"Transit",3.79000000,13.80000000,50.28638192000,639.77100000
"Kepler-802 b",2016,"Transit",3.54000000,12.30000000,40.05874730000,780.58500000
"Kepler-830 b",2016,"Transit",1.70000000,3.53000000,11.29695137000,1122.00000000
"Kepler-829 b",2016,"Transit",2.11000000,5.10000000,6.88337562000,1073.76000000
"Kepler-477 b",2016,"Transit",2.07000000,4.94000000,11.11990653000,367.00000000
"Kepler-505 b",2016,"Transit",2.60000000,7.27000000,27.52197994000,283.41000000
"Kepler-499 b",2016,"Transit",2.17000000,5.35000000,5.63252845300,556.72600000
"HD 141399 b",2014,"Radial Velocity",14.30000000,143.34133000,94.44000000000,37.01690000
"HD 141399 c",2014,"Radial Velocity",13.60000000,422.71390000,201.99000000000,37.01690000
"Kepler-745 b",2016,"Transit",2.16000000,5.31000000,9.93143556000,1780.38000000
"Kepler-848 b",2016,"Transit",1.70000000,3.53000000,6.91134416000,1378.47000000
"Kepler-794 b",2016,"Transit",2.11000000,5.10000000,11.13125132000,931.19200000
"Kepler-796 b",2016,"Transit",1.30000000,2.24000000,6.40087618000,817.58400000
"HD 141399 e",2014,"Radial Velocity",14.10000000,209.76780000,5000.00000000000,37.01690000
"HD 108236 e",2020,"Transit",3.08300000,9.71000000,19.59002500000,64.59780000
"TOI-1233.01",2021,"Transit",2.53900000,6.98000000,14.17568500000,64.59780000
"2MASS J01033563-5515561 AB b",2013,"Imaging",12.30000000,4131.79000000,,47.20000000
"TOI-451 b",2020,"Transit",1.84000000,4.70000000,1.85870330000,123.73900000
"HD 11506 c",2008,"Radial Velocity",14.00000000,127.13136280,223.92000000000,51.26100000
"Kepler-753 b",2016,"Transit",1.91000000,4.31000000,5.74772501200,274.76700000
"Kepler-752 b",2016,"Transit",2.81000000,8.30000000,18.82747265000,1232.29000000
"Kepler-846 b",2016,"Transit",2.48000000,6.71000000,19.80792185000,1127.12000000
"Kepler-845 b",2016,"Transit",2.04000000,4.82000000,0.92785982100,431.05100000
"Kepler-771 b",2016,"Transit",1.82000000,3.97000000,8.73485836000,1393.85000000
"Kepler-773 b",2016,"Transit",1.43000000,2.63000000,3.74910006100,547.02600000
"Kepler-844 b",2016,"Transit",1.68000000,3.46000000,2.61302085600,431.77600000
"Kepler-843 b",2016,"Transit",2.59000000,7.22000000,2.05387982100,1165.66000000
"HIP 74890 b",2016,"Radial Velocity",13.30000000,762.79200000,822.30000000000,78.65620000
"TOI-663 d",2024,"Transit",1.92000000,5.20000000,7.10272680000,64.23080000
"Kepler-767 b",2016,"Transit",6.64000000,35.70000000,161.52801010000,2251.03000000
"Kepler-774 b",2016,"Transit",3.17000000,10.20000000,11.08957230000,917.80400000
"Kepler-841 b",2016,"Transit",5.23000000,23.80000000,124.41983980000,998.96100000
"Kepler-842 b",2016,"Transit",1.60000000,3.19000000,1.21956827000,532.72600000
"Kepler-839 b",2016,"Transit",2.57000000,7.13000000,37.81445140000,944.56100000
"TOI-2374 b",2024,"Transit",6.81000000,56.64000000,4.31361000000,134.65500000
"TOI-3071 b",2024,"Transit",7.16000000,68.20000000,1.26693800000,485.21900000
"HD 133131 A b",2016,"Radial Velocity",13.60000000,451.31860000,649.00000000000,51.47360000
"Kepler-770 b",2016,"Transit",2.30000000,5.90000000,18.92540274000,930.45700000
"Kepler-769 b",2016,"Transit",2.92000000,8.85000000,7.42608998000,1169.57000000
"HD 133131 B b",2016,"Radial Velocity",13.30000000,794.57500000,5769.00000000000,51.29930000
"TOI-5082.01",2024,"Transit",2.54811000,7.03000000,4.24012200000,43.14060000
"Kepler-744 b",2016,"Transit",1.62000000,3.26000000,12.06222443000,449.96400000
"Kepler-765 b",2016,"Transit",2.43000000,6.48000000,27.66552260000,1076.28000000
"Kepler-834 b",2016,"Transit",2.02000000,4.74000000,13.32388301000,633.93700000
"Kepler-832 b",2016,"Transit",2.06000000,4.90000000,7.13969410000,1688.12000000
"HD 73344 b",2024,"Transit",2.88400000,10.48000000,15.61100000000,35.26000000
"TOI-4527.01",2024,"Transit",0.90866170,0.68900000,0.39944450000,18.10370000
"BD-14 3065 b",2024,"Transit",21.59000000,3932.00000000,4.28897310000,589.42300000
"Kepler-912 b",2016,"Transit",2.80000000,8.25000000,2.53475627300,2004.72000000
"Kepler-1017 b",2016,"Transit",1.99000000,4.62000000,7.23400469000,552.05800000
"Kepler-980 b",2016,"Transit",2.67000000,7.61000000,11.55102504000,961.46800000
"Kepler-983 b",2016,"Transit",2.36000000,6.17000000,60.08550820000,714.43700000
"Kepler-870 b",2016,"Transit",2.78000000,8.15000000,21.35876210000,1259.46000000
"Kepler-869 b",2016,"Transit",3.61000000,12.70000000,40.42877550000,939.45500000
"Kepler-913 b",2016,"Transit",2.06000000,4.90000000,10.29672521000,991.61800000
"Kepler-910 b",2016,"Transit",0.82000000,0.47700000,2.36436901500,400.28900000
"Kepler-964 b",2016,"Transit",2.12000000,5.14000000,13.52251060000,454.62600000
"Kepler-963 b",2016,"Transit",2.66000000,7.56000000,9.97683705000,771.49400000
"Kepler-866 b",2016,"Transit",1.63000000,3.29000000,2.61703253600,646.66700000
"Kepler-865 b",2016,"Transit",2.49000000,6.76000000,14.16399294000,586.13700000
"Kepler-915 b",2016,"Transit",1.50000000,2.86000000,4.59489604000,849.03600000
"Kepler-914 b",2016,"Transit",1.38000000,2.48000000,4.40966548000,753.72300000
"Kepler-1051 b",2016,"Transit",3.40000000,11.50000000,25.96200249000,829.34300000
"Kepler-1058 b",2016,"Transit",2.72000000,7.85000000,110.96546000000,491.99700000
"Kepler-864 b",2016,"Transit",2.40000000,6.35000000,5.83376092000,2022.90000000
"Kepler-863 b",2016,"Transit",2.90000000,8.75000000,15.59461874000,1499.66000000
"Kepler-923 b",2016,"Transit",1.38000000,2.48000000,6.93366476000,1000.28000000
"Kepler-916 b",2016,"Transit",1.76000000,3.75000000,32.29687980000,830.71200000
"Kepler-950 b",2016,"Transit",8.98000000,59.60000000,98.71804060000,2161.60000000
"Kepler-1029 b",2016,"Transit",1.26000000,2.13000000,4.41769647900,366.65600000
"Kepler-958 b",2016,"Transit",2.06000000,4.90000000,9.76788050000,449.77300000
"Kepler-861 b",2016,"Transit",2.28000000,5.82000000,3.94963137500,850.32700000
"Kepler-862 b",2016,"Transit",2.21000000,5.52000000,3.14866453400,1039.03000000
"Kepler-927 b",2016,"Transit",1.72000000,3.61000000,9.11499030000,831.68500000
"Kepler-962 b",2016,"Transit",1.97000000,4.54000000,12.05707239000,411.48600000
"TOI-1855 b",2024,"Transit",18.49481816,360.09958513,1.36414864000,176.83300000
"Kepler-930 b",2016,"Transit",2.13000000,5.18000000,71.45177750000,848.39600000
"Kepler-929 b",2016,"Transit",1.11000000,1.41000000,0.92103213500,1311.23000000
"Kepler-952 b",2016,"Transit",7.65000000,45.40000000,130.35469190000,1304.25000000
"Kepler-965 b",2016,"Transit",3.38000000,11.40000000,134.25272980000,582.82800000
"Kepler-979 b",2016,"Transit",2.72000000,7.85000000,8.08801350000,576.50300000
"Kepler-932 b",2016,"Transit",1.37000000,2.45000000,1.92143739600,465.61200000
"Kepler-931 b",2016,"Transit",1.33000000,2.33000000,8.03755877000,490.00000000
"Kepler-1006 b",2016,"Transit",1.54000000,2.99000000,19.76172042000,1081.73800000
"Kepler-990 b",2016,"Transit",2.60000000,7.27000000,9.91723428000,802.16300000
"Kepler-892 b",2016,"Transit",2.81000000,8.30000000,13.75210720000,570.72700000
"Kepler-895 b",2016,"Transit",1.54000000,2.99000000,2.80624232800,540.13400000
"Kepler-507 b",2016,"Transit",1.30000000,5.69692195,3.56809692600,391.64400000
"Kepler-1027 b",2016,"Transit",0.89000000,0.64000000,1.90780519900,405.10400000
"Kepler-982 b",2016,"Transit",2.25000000,5.69000000,15.77382210000,801.47900000
"Kepler-1052 b",2016,"Transit",2.93000000,8.91000000,34.85382760000,943.44400000
"Kepler-897 b",2016,"Transit",2.39000000,6.30000000,8.04726420000,1519.25000000
"Kepler-898 b",2016,"Transit",1.49000000,2.83000000,5.87061910000,484.89100000
"Kepler-938 b",2016,"Transit",2.22000000,5.56000000,52.62984170000,1182.05000000
"Kepler-986 b",2016,"Transit",2.36000000,6.17000000,56.43499380000,548.36400000
"Kepler-978 b",2016,"Transit",2.99000000,9.22000000,49.62215090000,682.52200000
"Kepler-960 b",2016,"Transit",2.29000000,5.86000000,3.12686223000,284.91600000
"Kepler-976 b",2016,"Transit",3.96000000,14.90000000,105.95641480000,1012.41000000
"Kepler-899 b",2016,"Transit",2.68000000,7.65000000,19.17891293000,1246.43000000
"Kepler-1015 b",2016,"Transit",3.55000000,12.30000000,16.00494214000,739.35700000
"Kepler-1002 b",2016,"Transit",1.71000000,3.57000000,4.33642933100,408.30300000
"Kepler-889 b",2016,"Transit",1.09000000,1.32000000,3.74443900000,598.31300000
"Kepler-903 b",2016,"Transit",2.01000000,4.70000000,10.35077210000,1369.24000000
"Kepler-904 b",2016,"Transit",1.77000000,3.78000000,3.02166863200,978.12500000
"Kepler-918 b",2016,"Transit",1.74000000,3.68000000,4.85386933000,1025.03000000
"Kepler-920 b",2016,"Transit",2.42000000,6.44000000,6.53192704000,1001.68000000
"Kepler-961 b",2016,"Transit",2.55000000,7.04000000,16.87727414000,574.31400000
"Kepler-972 b",2016,"Transit",4.65000000,19.50000000,7.03932553000,1198.03000000
"Kepler-886 b",2016,"Transit",1.52000000,2.92000000,6.24146367000,711.29700000
"Kepler-885 b",2016,"Transit",2.50000000,6.80000000,18.11472949000,651.31800000
"Kepler-906 b",2016,"Transit",2.11000000,5.10000000,41.69799760000,757.79100000
"Kepler-466 c",2016,"Transit",1.25000000,2.10000000,3.70921384600,530.12200000
"Kepler-921 b",2016,"Transit",2.87000000,8.60000000,51.30063400000,934.49000000
"Kepler-943 b",2016,"Transit",5.93000000,29.50000000,49.77014380000,2300.53000000
"Kepler-946 b",2016,"Transit",1.93000000,4.38000000,11.79162572000,1137.29000000
"Kepler-1014 b",2016,"Transit",2.39000000,6.30000000,16.57110363000,624.80000000
"Kepler-852 b",2016,"Transit",2.54000000,6.99000000,44.93098040000,1619.03000000
"Kepler-884 b",2016,"Transit",1.23000000,2.04000000,5.69919514000,476.73300000
"Kepler-529 c",2016,"Transit",2.00000000,4.66000000,12.83450220000,799.00800000
"Kepler-944 b",2016,"Transit",2.63000000,7.41000000,43.31677370000,1349.43000000
"Kepler-942 b",2016,"Transit",2.13000000,5.18000000,44.96417488000,216.35400000
"Kepler-1010 b",2016,"Transit",2.32000000,5.99000000,34.26857050000,579.27300000
"Kepler-882 b",2016,"Transit",1.23000000,2.04000000,3.98953966600,504.60500000
"Kepler-255 d",2016,"Transit",1.32000000,2.30000000,1.04562265800,1052.53000000
"Kepler-758 c",2016,"Transit",1.69000000,3.50000000,4.75793986000,1502.32000000
"Kepler-1034 b",2016,"Transit",2.26000000,5.73000000,12.12400943000,654.54900000
"Kepler-1013 b",2016,"Transit",2.15000000,5.27000000,18.93054959000,422.24600000
"Kepler-1054 b",2016,"Transit",2.63000000,7.41000000,4.30655689000,1090.51000000
"Kepler-760 c",2016,"Transit",1.48000000,2.79000000,2.46697439000,792.33600000
"Kepler-271 c",2014,"Transit",0.95000000,0.80900000,7.41086267000,404.54200000
"Kepler-967 b",2016,"Transit",2.35000000,6.12000000,13.22713379000,568.54600000
"Kepler-995 b",2016,"Transit",2.70000000,7.75000000,28.26731672000,609.63800000
"TOI-2368 b",2024,"Transit",10.83908434,206.58846455,5.17500730000,210.91500000
"Kepler-1033 b",2016,"Transit",2.51000000,6.85000000,7.56052806000,1455.50000000
"Kepler-876 b",2016,"Transit",1.43000000,2.63000000,5.14438011000,820.91300000
"Kepler-875 b",2016,"Transit",2.90000000,8.75000000,27.50737990000,1242.62000000
"Kepler-732 c",2016,"Transit",1.27000000,2.15000000,0.89304123600,174.82600000
"Kepler-1060 b",2016,"Transit",2.38000000,6.26000000,46.87793670000,946.56500000
"Kepler-1008 b",2016,"Transit",1.28000000,2.18000000,12.43931193000,282.56500000
"Kepler-1055 b",2016,"Transit",1.23000000,2.04000000,2.29503623300,389.39700000
"Kepler-1045 b",2016,"Transit",2.69000000,7.70000000,26.41045478000,942.48500000
"Kepler-872 b",2016,"Transit",1.99000000,4.62000000,2.57885506800,879.68300000
"Kepler-1071 b",2016,"Transit",2.38000000,6.26000000,6.17998440000,1042.27000000
"Kepler-1139 b",2016,"Transit",1.19000000,1.81000000,0.81316671900,495.15600000
"Kepler-1180 b",2016,"Transit",1.99000000,4.62000000,16.86012860000,1596.80000000
"Kepler-1181 b",2016,"Transit",1.57000000,3.09000000,4.89337519000,938.41700000
"Kepler-991 b",2016,"Transit",2.54000000,6.99000000,82.53425190000,389.56100000
"Kepler-1141 b",2016,"Transit",0.82000000,0.47700000,2.34451194400,393.64200000
"Kepler-1140 b",2016,"Transit",2.77000000,8.10000000,24.08627070000,656.48000000
"Kepler-1183 b",2016,"Transit",2.82000000,8.35000000,28.50571890000,1919.19000000
"Kepler-1192 b",2016,"Transit",2.36000000,6.17000000,25.20347870000,1304.19000000
"Kepler-1028 b",2016,"Transit",1.33000000,2.33000000,2.51462432000,607.91600000
"Kepler-1004 b",2016,"Transit",6.28000000,32.50000000,5.28789787000,1152.68000000
"Kepler-1072 b",2016,"Transit",1.58000000,3.12000000,1.56906650200,982.71600000
"TOI-3919 b",2024,"Transit",12.31866979,1233.17421916,7.43323400000,604.59100000
"Kepler-1065 b",2016,"Transit",3.73000000,13.40000000,3.60930890700,1122.48000000
"Kepler-1077 b",2016,"Transit",2.77000000,8.10000000,34.35118740000,1101.42000000
"Kepler-1194 b",2016,"Transit",1.51000000,2.89000000,16.22371307000,757.38200000
"Kepler-1197 b",2016,"Transit",1.25000000,2.10000000,2.03231845000,486.94000000
"Kepler-1146 b",2016,"Transit",1.23000000,2.04000000,2.35226579700,703.03800000
"Kepler-1144 b",2016,"Transit",1.99000000,4.62000000,17.14647302000,1140.57000000
"Kepler-1079 b",2016,"Transit",1.63000000,3.29000000,13.24503188000,591.09800000
"Kepler-1066 b",2016,"Transit",2.36000000,6.17000000,1.93155983900,344.25100000
"Kepler-1198 b",2016,"Transit",1.47000000,2.76000000,7.68477160000,743.03000000
"Kepler-1199 b",2016,"Transit",1.15000000,1.60000000,15.04471980000,563.49300000
"Kepler-968 b",2016,"Transit",2.00000000,4.66000000,3.69298372800,290.32400000
"Kepler-1047 b",2016,"Transit",2.09000000,5.02000000,56.18868870000,817.64700000
"Kepler-1148 b",2016,"Transit",1.69000000,3.50000000,1.10446350900,625.69200000
"Kepler-1147 b",2016,"Transit",2.61000000,7.32000000,10.62784997000,1657.36000000
"Kepler-1081 b",2016,"Transit",1.01000000,1.01000000,3.85691854700,420.21500000
"Kepler-1062 b",2016,"Transit",1.76000000,3.75000000,9.30412078000,397.45500000
"Kepler-1063 b",2016,"Transit",1.49000000,2.83000000,14.07971466000,343.22600000
"Kepler-1064 b",2016,"Transit",1.55000000,3.02000000,16.54080322000,374.00000000
"Kepler-1084 b",2016,"Transit",1.11000000,1.41000000,2.05333679000,405.53300000
"Kepler-1087 b",2016,"Transit",0.61000000,0.16500000,0.69384285500,362.62300000
"Kepler-1207 b",2016,"Transit",1.62000000,3.26000000,13.68237119000,1754.19000000
"Kepler-1209 b",2016,"Transit",1.51000000,2.89000000,25.36911600000,505.53100000
"Kepler-1114 b",2016,"Transit",1.35000000,2.39000000,14.97435694000,418.41700000
"Kepler-1115 b",2016,"Transit",1.70000000,3.53000000,23.55407250000,983.24500000
"Kepler-1154 b",2016,"Transit",2.34000000,6.08000000,5.18561420000,1460.10000000
"Kepler-1089 b",2016,"Transit",1.83000000,4.01000000,5.13248561800,259.32800000
"Kepler-1216 b",2016,"Transit",1.39000000,2.51000000,4.37034536000,1258.36000000
"Kepler-1215 b",2016,"Transit",1.22000000,1.98000000,4.76703963000,661.02200000
"Kepler-1117 b",2016,"Transit",1.11000000,1.41000000,4.79028459000,568.48700000
"Kepler-1156 b",2016,"Transit",1.32000000,2.30000000,11.89520511000,691.33100000
"Kepler-1092 b",2016,"Transit",2.07000000,4.94000000,58.60179250000,981.23300000
"Kepler-1093 b",2016,"Transit",1.95000000,4.46000000,25.08246260000,1072.88000000
"Kepler-1210 b",2016,"Transit",1.70000000,3.53000000,8.07124073000,1176.53000000
"Kepler-1212 b",2016,"Transit",2.14000000,5.22000000,12.94130146000,1316.57000000
"Kepler-1120 b",2016,"Transit",1.38000000,2.48000000,2.94902905200,615.23100000
"Kepler-1159 b",2016,"Transit",2.37000000,6.21000000,22.70816791000,1213.71000000
"Kepler-1160 b",2016,"Transit",2.14000000,5.22000000,7.97034958000,1077.63000000
"Kepler-1096 b",2016,"Transit",1.24000000,2.07000000,2.89221750600,377.97600000
"Kepler-1094 b",2016,"Transit",3.18000000,10.20000000,78.10002310000,1291.01000000
"Kepler-1214 b",2016,"Transit",2.36000000,6.17000000,18.82634264000,729.22700000
"Kepler-1122 b",2016,"Transit",2.04000000,4.82000000,42.19173570000,1230.42000000
"Kepler-1124 b",2016,"Transit",1.28000000,2.18000000,2.85234897500,289.89900000
"Kepler-1161 b",2016,"Transit",2.13000000,5.18000000,10.71252541000,547.72600000
"Kepler-1097 b",2016,"Transit",3.26000000,10.70000000,187.74702900000,719.80200000
"Kepler-1098 b",2016,"Transit",1.30000000,2.24000000,2.54307285500,1049.19000000
"Kepler-1046 b",2016,"Transit",1.71000000,3.57000000,14.37508035000,721.53400000
"TOI-4153 b",2024,"Transit",16.11851425,365.50266805,4.61741410000,423.84000000
"Kepler-1125 b",2016,"Transit",1.84000000,4.04000000,17.67006420000,2011.41000000
"Kepler-1126 b",2016,"Transit",1.73000000,3.64000000,108.59332900000,635.73600000
"Kepler-1166 b",2016,"Transit",1.69000000,3.50000000,33.24068820000,634.90600000
"Kepler-1164 b",2016,"Transit",1.12000000,1.46000000,3.97599768000,431.62200000
"Kepler-1102 b",2016,"Transit",2.66000000,7.56000000,51.32856230000,1246.05000000
"Kepler-1100 b",2016,"Transit",1.75000000,3.71000000,6.42200058000,693.61800000
"Kepler-1000 b",2016,"Transit",4.76000000,20.30000000,120.01812720000,1115.62000000
"Kepler-1127 b",2016,"Transit",1.96000000,4.50000000,5.12330347000,842.45900000
"Kepler-1128 b",2016,"Transit",3.65000000,12.90000000,61.61781670000,1083.41000000
"Kepler-1073 b",2016,"Transit",2.30000000,5.90000000,8.67888593000,809.89700000
"Kepler-1169 b",2016,"Transit",0.94000000,0.77900000,6.11009134000,522.82300000
"Kepler-1106 b",2016,"Transit",1.65000000,3.36000000,1.25275217400,1090.70000000
"Kepler-1037 b",2016,"Transit",1.28000000,2.18000000,1.06378867300,446.91400000
"Kepler-1131 b",2016,"Transit",1.59000000,3.15000000,3.53232449000,1030.70000000
"Kepler-1132 b",2016,"Transit",2.35000000,6.12000000,62.89162280000,867.93100000
"Kepler-480 b",2016,"Transit",2.78000000,8.15000000,4.91958379500,847.50800000
"Kepler-1108 b",2016,"Transit",1.46000000,2.73000000,4.51005748000,767.70100000
"Kepler-1109 b",2016,"Transit",2.19000000,5.43000000,37.64673840000,685.08700000
"Kepler-994 b",2016,"Transit",1.60000000,3.19000000,1.15116650600,188.15800000
"Kepler-1133 b",2016,"Transit",1.97000000,4.54000000,11.55562343000,753.13500000
"Kepler-1172 b",2016,"Transit",3.20000000,10.30000000,26.02044230000,1306.53000000
"Kepler-1173 b",2016,"Transit",0.89000000,0.64000000,0.76985360000,377.06000000
"Kepler-1111 b",2016,"Transit",2.00000000,4.66000000,8.79617863000,841.53600000
"Kepler-1049 b",2016,"Transit",0.95000000,0.80900000,3.27346073600,162.00600000
"Kepler-1135 b",2016,"Transit",1.85000000,4.08000000,76.95785700000,1314.64000000
"Kepler-478 b",2016,"Transit",2.71000000,7.80000000,13.22175760000,420.00000000
"Kepler-1175 b",2016,"Transit",2.99000000,9.22000000,37.94563000000,1121.89000000
"Kepler-1174 b",2016,"Transit",1.59000000,3.15000000,6.89225223000,1408.75000000
"Kepler-508 b",2016,"Transit",1.64000000,3.33000000,25.30889748000,324.61800000
"Kepler-954 b",2016,"Transit",2.32000000,5.99000000,16.78176602000,215.81400000
"Kepler-1050 b",2016,"Transit",1.60000000,3.19000000,15.37875460000,490.48800000
"Kepler-1136 b",2016,"Transit",1.64000000,3.33000000,2.36172432900,491.40600000
"Kepler-1177 b",2016,"Transit",1.90000000,4.27000000,106.24754700000,1299.97000000
"Kepler-1075 b",2016,"Transit",1.42000000,2.60000000,1.52372816000,291.27500000
"Kepler-1186 b",2016,"Transit",2.23000000,5.60000000,16.07677615000,1337.25000000
"Kepler-1188 b",2016,"Transit",2.08000000,4.98000000,17.13695430000,1717.48000000
"Kepler-1001 b",2016,"Transit",3.15000000,10.10000000,14.30511983000,928.97800000
"Kepler-1277 b",2016,"Transit",1.60000000,3.19000000,40.83650120000,557.19300000
"Kepler-1276 b",2016,"Transit",1.19000000,1.81000000,12.57200950000,538.48100000
"Kepler-1323 b",2016,"Transit",1.52000000,2.92000000,0.92990667800,465.41700000
"Kepler-1322 b",2016,"Transit",1.61000000,3.22000000,0.96286738200,1350.32000000
"Kepler-1368 b",2016,"Transit",1.65000000,3.36000000,0.67564948600,1635.82000000
"Kepler-1236 b",2016,"Transit",2.14000000,5.22000000,31.05716180000,999.64000000
"Kepler-1280 b",2016,"Transit",1.87000000,4.16000000,66.55790570000,1486.70000000
"Kepler-1279 b",2016,"Transit",1.75000000,3.71000000,23.47741010000,1494.22000000
"Kepler-1281 b",2016,"Transit",1.64000000,3.33000000,3.11602791000,1090.00000000
"Kepler-1327 b",2016,"Transit",1.80000000,3.89000000,14.88801098000,678.06900000
"Kepler-1325 b",2016,"Transit",2.86000000,8.55000000,33.87868380000,973.36800000
"Kepler-1372 b",2016,"Transit",1.27000000,2.15000000,1.31155556800,1303.22000000
"Kepler-1239 b",2016,"Transit",2.90000000,8.75000000,5.19104016000,2140.60000000
"Kepler-1283 b",2016,"Transit",1.91000000,4.31000000,12.94609780000,2921.99000000
"Kepler-1330 b",2016,"Transit",1.65000000,3.36000000,10.10769068000,1720.48000000
"Kepler-1373 b",2016,"Transit",1.16000000,1.65000000,1.29123275000,1699.46000000
"Kepler-1374 b",2016,"Transit",2.29000000,5.86000000,10.65276707000,1078.46000000
"Kepler-1287 b",2016,"Transit",1.54000000,2.99000000,11.47685909000,1003.26000000
"Kepler-1333 b",2016,"Transit",2.81000000,8.30000000,109.64718420000,932.44600000
"Kepler-1332 b",2016,"Transit",1.37000000,2.45000000,11.87456832000,528.68500000
"Kepler-528 b",2016,"Transit",2.08000000,4.98000000,19.78297415000,784.23000000
"Kepler-1376 b",2016,"Transit",1.05000000,1.16000000,5.30880656000,868.05600000
"Kepler-1289 b",2016,"Transit",1.52000000,2.92000000,7.99019627000,1053.57000000
"Kepler-1335 b",2016,"Transit",1.45000000,2.70000000,6.26406846000,621.85300000
"Kepler-1334 b",2016,"Transit",2.29000000,5.86000000,15.64591713000,1223.04000000
"Kepler-1377 b",2016,"Transit",1.25000000,2.10000000,0.74092842200,1146.10000000
"Kepler-1378 b",2016,"Transit",2.20000000,5.48000000,11.95398936000,506.43400000
"Kepler-1247 b",2016,"Transit",2.33000000,6.04000000,13.71220213000,1045.92000000
"Kepler-520 b",2016,"Transit",1.66000000,3.39000000,19.67416124000,623.90100000
"Kepler-1291 b",2016,"Transit",1.66000000,3.39000000,8.63043276000,897.35200000
"Kepler-1292 b",2016,"Transit",1.82000000,3.97000000,3.27646405000,1493.43000000
"Kepler-1337 b",2016,"Transit",2.41000000,6.39000000,24.40025490000,601.62900000
"Kepler-1381 b",2016,"Transit",2.25000000,5.69000000,25.38426860000,1197.04000000
"Kepler-1248 b",2016,"Transit",1.18000000,1.76000000,7.46725407000,593.02600000
"Kepler-1251 b",2016,"Transit",1.84000000,4.04000000,45.09046430000,902.20400000
"Kepler-1293 b",2016,"Transit",0.97000000,0.87100000,5.57654784000,1028.16000000
"Kepler-1341 b",2016,"Transit",2.99000000,9.22000000,132.99683220000,476.95700000
"Kepler-1342 b",2016,"Transit",1.66000000,3.39000000,2.21571035800,890.72400000
"Kepler-1388 b",2016,"Transit",2.59000000,7.22000000,12.28546030000,453.79500000
"Kepler-1252 b",2016,"Transit",1.67000000,3.43000000,15.05403290000,648.97900000
"Kepler-1253 b",2016,"Transit",1.33000000,2.33000000,68.88619150000,514.52400000
"Kepler-1295 b",2016,"Transit",1.55000000,3.02000000,3.81371974000,1174.46000000
"Kepler-1344 b",2016,"Transit",1.84000000,4.04000000,4.76830490000,853.95900000
"Kepler-1343 b",2016,"Transit",1.93000000,4.38000000,3.35183158000,1756.71000000
"Kepler-1379 b",2016,"Transit",1.30000000,2.24000000,0.88184114600,971.32500000
"Kepler-1382 b",2016,"Transit",1.88000000,4.19000000,16.35830550000,738.26100000
"Kepler-1256 b",2016,"Transit",1.49000000,2.83000000,12.41277540000,891.19200000
"Kepler-1254 b",2016,"Transit",1.55000000,3.02000000,9.99113313000,622.81800000
"Kepler-1347 b",2016,"Transit",1.03000000,1.08000000,14.00947528000,321.00000000
"Kepler-1346 b",2016,"Transit",1.58000000,3.12000000,3.40165668000,843.70100000
"Kepler-1386 b",2016,"Transit",1.24000000,2.07000000,6.73972381000,835.88200000
"Kepler-1259 b",2016,"Transit",1.43000000,2.63000000,0.66308525800,805.56200000
"Kepler-1257 b",2016,"Transit",1.52000000,2.92000000,2.66831376200,1105.95000000
"Kepler-616 c",2016,"Transit",3.41000000,11.50000000,90.41135560000,945.77500000
"Kepler-1300 b",2016,"Transit",1.37000000,2.45000000,22.24190920000,777.02500000
"Kepler-1350 b",2016,"Transit",2.52000000,6.90000000,4.49686040000,340.69100000
"Kepler-1351 b",2016,"Transit",0.65000000,0.20800000,0.91614076800,202.78200000
"Kepler-516 b",2016,"Transit",5.74000000,27.90000000,24.85462415000,687.09400000
"Kepler-1217 b",2016,"Transit",1.99000000,4.62000000,2.03232507200,1347.71000000
"Kepler-1218 b",2016,"Transit",1.44000000,2.67000000,22.92212660000,840.50300000
"Kepler-1261 b",2016,"Transit",2.26000000,5.73000000,48.43089910000,744.29400000
"Kepler-1263 b",2016,"Transit",1.14000000,1.55000000,4.55139967000,664.83000000
"Kepler-1303 b",2016,"Transit",1.42000000,2.60000000,7.56127224000,897.78300000
"Kepler-1305 b",2016,"Transit",1.88000000,4.19000000,13.56309720000,1575.23000000
"Kepler-521 b",2016,"Transit",3.18000000,10.20000000,22.20813214000,830.63800000
"Kepler-1219 b",2016,"Transit",2.12000000,5.14000000,16.10467749000,880.89500000
"Kepler-1220 b",2016,"Transit",1.52000000,2.92000000,7.42693741000,961.90700000
